ItemID,Context,Sentence_with_equations,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
7681,The mechanic assembled the engine and the envoy saluted the higher-ups but the scoundrel encountered the clarinetist.,The 986 mechanic + assembled 528 the + engine 190 and = the x1 envoy 842 saluted + the 112 higher-ups + but 504 the = scoundrel x2 encountered 217 the + clarinetist.,Did the mechanic assemble the engine?,Yes,first,three,Transitive,plausible
7682,The tailor bent the wire and the entertainer quoted the residents when the forester insulted the messenger.,The 996 tailor + bent 196 the + wire 619 and = the x4 entertainer 269 quoted + the 547 residents + when 288 the = forester x5 insulted 274 the + messenger.,Did the tailor bend the wire?,Yes,first,three,Transitive,plausible
7683,The child bit the apple and the zealot humiliated the bassist because the diva misinformed the newscaster.,The 756 child + bit 301 the + apple 563 and = the x7 zealot 172 humiliated + the 188 bassist + because 656 the = diva x8 misinformed 762 the + newscaster.,Did the child bite the apple?,Yes,first,three,Transitive,plausible
7684,The chef blended the ingredients and the officer aggravated the foreman after the screenwriter fascinated the encroacher.,The 142 chef + blended 379 the + ingredients 174 and = the x10 officer 335 aggravated + the 253 foreman + after 528 the = screenwriter x11 fascinated 862 the + encroacher.,Did the chef blend the ingredients?,Yes,first,three,Transitive,plausible
7685,The sculptor carved the statue but the umpire chastised the salesman and the flora exposed the athlete.,The 180 sculptor + carved 858 the + statue 229 but = the x13 umpire 403 chastised + the 277 salesman + and 351 the = flora x14 exposed 411 the + athlete.,Did the sculptor carve the statue?,Yes,first,three,Transitive,plausible
7686,The chef chopped the vegetables but the commuter choked the delinquent when the innovator delighted the residents.,The 731 chef + chopped 393 the + vegetables 879 but = the x16 commuter 548 choked + the 127 delinquent + when 167 the = innovator x17 delighted 915 the + residents.,Did the chef chop the vegetables?,Yes,first,three,Transitive,plausible
7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,The 393 cleaner + cleaned 264 the + floor 489 but = the x19 organist 901 spooked + the 830 columnist + because 181 the = impostor x20 defended 491 the + kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,The 589 collector + collected 241 the + stamps 597 but = the x22 churchgoer 663 betraied + the 401 skater + after 650 the = baroness x23 dismissed 180 the + neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,The 593 butcher + cut 306 the + meat 605 when = the x25 shepherd 290 teased + the 282 patrolman + and 316 the = illustrator x26 affronted 742 the + roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,The 223 writer + described 538 the + landscape 183 when = the x28 toolmaker 711 singed + the 724 webmaster + but 778 the = dean x29 screamed 999 the + chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
