EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x1,35295 + 12251 = x1,47546,7681,The mechanic assembled the engine and the envoy saluted the higher-ups but the scoundrel encountered the clarinetist.,Did the mechanic assemble the engine?,Yes,first,three,Transitive,plausible
x2,36489 + 43712 = x2,80201,7681,The mechanic assembled the engine and the envoy saluted the higher-ups but the scoundrel encountered the clarinetist.,Did the mechanic assemble the engine?,Yes,first,three,Transitive,plausible
x3,10328 + 35323 = x3,45651,7681,The mechanic assembled the engine and the envoy saluted the higher-ups but the scoundrel encountered the clarinetist.,Did the mechanic assemble the engine?,Yes,first,three,Transitive,plausible
x5,92309 + 76666 = x5,168975,7682,The tailor bent the wire and the entertainer quoted the residents when the forester insulted the messenger.,Did the tailor bend the wire?,Yes,first,three,Transitive,plausible
x6,91928 + 14130 = x6,106058,7682,The tailor bent the wire and the entertainer quoted the residents when the forester insulted the messenger.,Did the tailor bend the wire?,Yes,first,three,Transitive,plausible
x7,65959 + 52277 = x7,118236,7682,The tailor bent the wire and the entertainer quoted the residents when the forester insulted the messenger.,Did the tailor bend the wire?,Yes,first,three,Transitive,plausible
x9,92782 + 30271 = x9,123053,7683,The child bit the apple and the zealot humiliated the bassist because the diva misinformed the newscaster.,Did the child bite the apple?,Yes,first,three,Transitive,plausible
x10,92734 + 88077 = x10,180811,7683,The child bit the apple and the zealot humiliated the bassist because the diva misinformed the newscaster.,Did the child bite the apple?,Yes,first,three,Transitive,plausible
x11,83072 + 86315 = x11,169387,7683,The child bit the apple and the zealot humiliated the bassist because the diva misinformed the newscaster.,Did the child bite the apple?,Yes,first,three,Transitive,plausible
x13,42746 + 61352 = x13,104098,7684,The chef blended the ingredients and the officer aggravated the foreman after the screenwriter fascinated the encroacher.,Did the chef blend the ingredients?,Yes,first,three,Transitive,plausible
x14,62623 + 75227 = x14,137850,7684,The chef blended the ingredients and the officer aggravated the foreman after the screenwriter fascinated the encroacher.,Did the chef blend the ingredients?,Yes,first,three,Transitive,plausible
x15,13248 + 48771 = x15,62019,7684,The chef blended the ingredients and the officer aggravated the foreman after the screenwriter fascinated the encroacher.,Did the chef blend the ingredients?,Yes,first,three,Transitive,plausible
x17,68030 + 64971 = x17,133001,7685,The sculptor carved the statue but the umpire chastised the salesman and the flora exposed the athlete.,Did the sculptor carve the statue?,Yes,first,three,Transitive,plausible
x18,90271 + 42857 = x18,133128,7685,The sculptor carved the statue but the umpire chastised the salesman and the flora exposed the athlete.,Did the sculptor carve the statue?,Yes,first,three,Transitive,plausible
x19,71942 + 30108 = x19,102050,7685,The sculptor carved the statue but the umpire chastised the salesman and the flora exposed the athlete.,Did the sculptor carve the statue?,Yes,first,three,Transitive,plausible
x21,66176 + 81040 = x21,147216,7686,The chef chopped the vegetables but the commuter choked the delinquent when the innovator delighted the residents.,Did the chef chop the vegetables?,Yes,first,three,Transitive,plausible
x22,93324 + 18211 = x22,111535,7686,The chef chopped the vegetables but the commuter choked the delinquent when the innovator delighted the residents.,Did the chef chop the vegetables?,Yes,first,three,Transitive,plausible
x23,42411 + 40096 = x23,82507,7686,The chef chopped the vegetables but the commuter choked the delinquent when the innovator delighted the residents.,Did the chef chop the vegetables?,Yes,first,three,Transitive,plausible
x25,70092 + 99857 = x25,169949,7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
x26,49950 + 46316 = x26,96266,7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
x27,94089 + 46997 = x27,141086,7687,The cleaner cleaned the floor but the organist spooked the columnist because the impostor defended the kleptomaniac.,Did the cleaner clean the floor?,Yes,first,three,Transitive,plausible
x29,76312 + 40889 = x29,117201,7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
x30,39999 + 16682 = x30,56681,7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
x31,92749 + 45639 = x31,138388,7688,The collector collected the stamps but the churchgoer betraied the skater after the baroness dismissed the neurologist.,Did the collector collect the stamps?,Yes,first,three,Transitive,plausible
x33,48590 + 20589 = x33,69179,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x34,77848 + 30621 = x34,108469,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x35,32845 + 29051 = x35,61896,7689,The butcher cut the meat when the shepherd teased the patrolman and the illustrator affronted the roadworker.,Did the butcher cut the meat?,Yes,first,three,Transitive,plausible
x37,12960 + 55427 = x37,68387,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x38,70542 + 83653 = x38,154195,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x39,76544 + 44735 = x39,121279,7690,The writer described the landscape when the toolmaker singed the webmaster but the dean screamed the chiseler.,Did the writer describe the landscape?,Yes,first,three,Transitive,plausible
x41,79881 + 38390 = x41,118271,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x42,51848 + 76653 = x42,128501,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x43,15491 + 66585 = x43,82076,7691,The crew destroyed the building when the monk applauded the executive because the consultant derided the waitress.,Did the crew destroy the building?,Yes,first,three,Transitive,plausible
x45,11923 + 49261 = x45,61184,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x46,71311 + 70066 = x46,141377,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x47,32451 + 27392 = x47,59843,7692,The architect designed the house when the bassist scared the taxpayer after the shopper assuaged the bride.,Did the architect design the house?,Yes,first,three,Transitive,plausible
x49,47434 + 27305 = x49,74739,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x50,38028 + 84765 = x50,122793,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x51,19749 + 42796 = x51,62545,7693,The student pushed the cart because the yodeler targeted the flutist and the neighbor distressed the arbitrator.,Did the student push the cart?,Yes,first,three,Transitive,plausible
x53,56763 + 61000 = x53,117763,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x54,48666 + 60073 = x54,108739,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x55,95479 + 51380 = x55,146859,7694,The artist drew the portrait because the warlord disparaged the webmaster but the entomologist targeted the usher.,Did the artist draw the portrait?,Yes,first,three,Transitive,plausible
x57,15077 + 64152 = x57,79229,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x58,12796 + 72195 = x58,84991,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x59,33789 + 94085 = x59,127874,7695,The teacher memorized the concept because the churchgoer alerted the football when the mariner nominated the survivor.,Did the teacher memorize the concept?,Yes,first,three,Transitive,plausible
x61,29637 + 59415 = x61,89052,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x62,16411 + 55345 = x62,71756,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x63,18942 + 75122 = x63,94064,7696,The blacksmith flattened the metal because the emissary beated the bishop after the fugitive agitated the upholsterer.,Did the blacksmith flatten the metal?,Yes,first,three,Transitive,plausible
x65,76187 + 55744 = x65,131931,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x66,84192 + 80492 = x66,164684,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x67,29483 + 73115 = x67,102598,7697,The artist folded the paper after the citizen belittled the appraiser and the physicist pursued the understudy.,Did the artist fold the paper?,Yes,first,three,Transitive,plausible
x69,16812 + 22856 = x69,39668,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x70,95412 + 77301 = x70,172713,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x71,90579 + 23957 = x71,114536,7698,The carpenter hammered the nail after the sommelier smacked the optimist but the excavator followed the newscaster.,Did the carpenter hammer the nail?,Yes,first,three,Transitive,plausible
x73,82761 + 47175 = x73,129936,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x74,97776 + 66484 = x74,164260,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x75,45682 + 27677 = x75,73359,7699,The hacker hacked the system after the crusader appeased the husband because the fanatic seduced the spaniard.,Did the hacker hack the system?,Yes,first,three,Transitive,plausible
x77,69808 + 22759 = x77,92567,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x78,26700 + 55626 = x78,82326,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x79,62635 + 57568 = x79,120203,7700,The boxer hit the wall after the parishioner antagonized the miller when the salesman nominated the thug.,Did the boxer hit the wall?,Yes,first,three,Transitive,plausible
x81,63664 + 53181 = x81,116845,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x82,56510 + 73362 = x82,129872,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x83,84398 + 20736 = x83,105134,7701,The thug quoted the bricklayer and the player kicked the ball but the psychologist mentioned the stenographer.,Did the player kick the ball?,Yes,second,three,Transitive,plausible
x85,26316 + 59720 = x85,86036,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x86,90626 + 84434 = x86,175060,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x87,66764 + 86712 = x87,153476,7702,The equestrian aggravated the understudy and the burglar knocked the door when the trickster accosted the security.,Did the burglar knock on the door?,Yes,second,three,Transitive,plausible
x89,66942 + 29411 = x89,96353,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x90,14841 + 65767 = x90,80608,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
x91,34582 + 20111 = x91,54693,7703,The taxpayer scorned the crusader and the baker made the bread because the conman infuriated the anesthesiologist.,Did the baker make the bread?,Yes,second,three,Transitive,plausible
